,latitude,longitude,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,clusters
27069,40.68826,-73.90933,80,1,34,2.07,3,207,2
27070,40.68551,-73.9216,40,18,1,0.05,2,0,0
27071,40.74679,-73.94547,85,2,14,0.68,1,0,0
27072,40.76131,-73.99362,185,1,85,4.08,1,172,2
27073,40.72436,-73.984,215,1,126,6.12,1,234,2
27074,40.75239,-73.89021,45,3,12,1.67,1,0,0
27075,40.67257,-73.95958,150,1,29,1.41,1,135,0
27076,40.76818,-73.92613,65,1,114,5.46,1,319,2
27077,40.72171,-73.98307,190,4,68,3.34,1,41,0
27078,40.78671,-73.94153,60,14,1,0.16,1,55,0
27079,40.72269,-73.99102,175,2,16,0.77,1,2,0
27080,40.67366,-73.96032,60,2,13,0.64,1,0,0
27081,40.72469,-73.99111,250,3,1,0.05,1,0,0
27082,40.76893,-73.99654,288,3,66,3.42,2,300,2
27083,40.68839,-73.96018,100,1,93,4.67,1,65,0
27084,40.74314,-73.99898,95,1,2,0.1,1,0,0
27085,40.68602,-73.94368,50,5,1,0.06,7,0,0
27086,40.72251,-73.98129,200,2,9,0.46,1,0,0
27087,40.69119,-73.94225,110,2,39,1.91,2,130,0
27088,40.78428,-73.97665,60,1,90,4.35,4,77,0
27089,40.75873,-73.99041,143,3,18,0.89,4,365,2
27090,40.64016,-73.96784,97,3,2,0.1,1,0,0
27091,40.75092,-73.98409,350,2,0,0.0,1,178,2
27092,40.82794,-73.95118,150,2,69,3.36,1,69,0
27093,40.76955,-73.95988,589,6,9,0.49,1,4,3
27094,40.74866,-73.97755,138,30,1,0.09,1,188,2
27095,40.81032,-73.94331,200,1,3,0.15,1,0,0
27096,40.68623,-73.93807,50,2,46,2.23,5,70,0
27097,40.69284,-73.94418,65,3,40,1.99,3,70,0
27098,40.81222,-73.94667,245,2,82,4.44,1,135,0
27099,40.67186,-73.92244,100,2,7,0.35,1,0,0
27100,40.71226,-73.93949,60,2,48,2.3,1,13,0
27101,40.70327,-73.92024,89,7,10,0.51,1,11,0
27102,40.85083,-73.93623,51,1,4,0.31,1,0,0
27103,40.68578,-73.94242,150,30,12,0.63,7,0,0
27104,40.67506,-73.94828,110,3,20,1.0,1,0,0
27105,40.76673,-73.98324,230,2,1,0.05,1,0,0
27106,40.76457,-73.99082,119,1,52,2.5,3,159,2
27107,40.68558,-73.94231,44,5,1,0.05,7,0,0
27108,40.70766,-73.92039,80,1,34,1.74,1,12,0
27109,40.77183,-73.95534,233,6,15,0.72,2,154,2
27110,40.8107,-73.94731,150,2,10,0.49,1,0,0
27111,40.72031,-73.95615,115,4,0,0.0,1,0,0
27112,40.65114,-73.96246,60,2,2,0.1,1,0,0
27113,40.77904,-73.95205,150,1,0,0.0,1,0,0
27114,40.71171,-73.95896,70,2,3,0.15,1,0,0
27115,40.77296,-73.95594,75,3,11,0.82,2,62,0
27116,40.66719,-73.93913,109,2,22,1.17,1,1,0
27117,40.64766,-73.95888,65,3,74,3.59,1,66,0
27118,40.82167,-73.95006,210,5,2,0.11,3,88,0
27119,40.75089,-73.9706,145,1,25,1.27,2,0,0
27120,40.68444,-73.93804,40,2,101,4.89,3,8,0
27121,40.79104,-73.94144,180,2,3,0.16,1,41,0
27122,40.76555,-73.87232,40,1,76,3.68,5,0,0
27123,40.83433,-73.94304,75,1,0,0.0,1,0,0
27124,40.69938,-73.81304,40,1,119,5.8,4,229,2
27125,40.74184,-73.99877,128,6,6,0.3,1,0,0
27126,40.83089,-73.94541,36,1,0,0.0,1,0,0
27127,40.6918,-73.95884,85,8,16,0.81,1,6,0
27128,40.80111,-73.95221,173,2,62,3.44,1,92,0
27129,40.72168,-73.94336,150,10,2,0.11,1,41,0
27130,40.68499,-73.9616,200,10,5,0.24,1,0,0
27131,40.71195,-73.74172,98,1,64,3.45,1,356,2
27132,40.67634,-74.00293,69,1,32,1.73,1,86,0
27133,40.68589,-73.95516,142,6,4,0.2,2,0,0
27134,40.82523,-73.95357,180,5,1,0.05,1,0,0
27135,40.71072,-73.96498,150,4,45,2.18,1,13,0
27136,40.79109,-73.94915,100,2,83,4.08,2,40,0
27137,40.67585,-73.99653,125,2,13,0.64,1,0,0
27138,40.71975,-73.94279,175,2,1,0.05,1,0,0
27139,40.71523,-73.96245,66,2,3,0.15,2,0,0
27140,40.76636,-73.99334,150,1,9,0.44,2,88,0
27141,40.81953,-73.94717,79,2,83,4.14,1,26,0
27142,40.71536,-73.96358,66,2,1,0.05,2,0,0
27143,40.70121,-73.91986,85,1,89,4.35,4,58,0
27144,40.80605,-73.96496,125,3,16,0.79,1,25,0
27145,40.70154,-73.92297,89,2,0,0.0,1,0,0
27146,40.67643,-73.97824,105,7,7,0.36,1,0,0
27147,40.71563,-73.95815,120,4,0,0.0,1,0,0
27148,40.72849,-73.99987,56,35,1,0.05,2,0,0
27149,40.80272,-73.96629,129,1,83,4.0,2,365,2
27150,40.74387,-73.99766,180,3,6,0.42,1,20,0
27151,40.7141,-73.96163,35,1,0,0.0,3,0,0
27152,40.74557,-73.98216,130,1,9,0.44,1,0,0
27153,40.70067,-73.92752,35,2,22,1.89,3,29,0
27154,40.70031,-73.92848,25,2,35,1.8,3,3,0
27155,40.76241,-73.96134,150,5,1,0.05,1,0,0
27156,40.72865,-73.95937,120,5,17,0.83,1,0,0
27157,40.71766,-73.94937,60,2,7,0.34,3,0,0
27158,40.66668,-73.76417,90,1,2,0.14,4,84,0
27159,40.71719,-73.95427,109,2,4,0.36,1,0,0
27160,40.74155,-73.98235,70,1,119,5.78,2,3,0
27161,40.73073,-73.98601,145,3,27,1.33,1,7,0
27162,40.71844,-74.00901,200,1,0,0.0,1,0,0
27163,40.72035,-73.98542,225,4,1,0.05,2,0,0
27164,40.78025,-73.97585,200,30,5,0.25,1,0,0
27165,40.75612,-73.72954,40,1,9,0.49,5,252,2
27166,40.68818,-73.91519,75,3,2,1.2,8,365,2
27167,40.7497,-73.99515,85,1,113,5.5,5,292,2
27168,40.70223,-73.98971,145,2,1,0.05,1,0,0
27169,40.80543,-73.95739,150,1,21,1.14,1,2,0
27170,40.67592,-73.94792,100,2,3,0.15,1,0,0
27171,40.74622,-73.94055,100,4,2,0.19,1,0,0
27172,40.69059,-73.91805,42,2,35,1.69,1,0,0
27173,40.77196,-73.95454,299,2,1,0.05,1,0,0
27174,40.69657,-73.94235,50,5,62,3.58,1,12,0
27175,40.76369,-73.96122,200,30,1,0.07,87,364,2
27176,40.80639,-73.94829,105,30,5,0.28,2,195,2
27177,40.69242,-73.90441,60,30,5,0.24,1,141,0
27178,40.81535,-73.94713,175,3,33,1.61,1,1,0
27179,40.82276,-73.92682,114,2,79,3.88,1,283,2
27180,40.65732,-73.90666,62,2,0,0.0,1,0,0
27181,40.74703,-73.98738,160,4,48,2.44,1,327,2
27182,40.70907,-73.9495,184,2,1,0.05,2,0,0
27183,40.76565,-73.98554,299,2,37,1.8,5,188,2
27184,40.73352,-73.98777,103,1,39,2.0,1,0,0
27185,40.76767,-73.95609,225,2,7,0.37,1,0,0
27186,40.76719,-73.96973,750,4,0,0.0,2,0,3
27187,40.82056,-73.95338,249,3,3,0.21,1,0,0
27188,40.66372,-73.88285,75,2,27,1.42,2,151,0
27189,40.74689,-73.9781,175,2,1,0.05,1,0,0
27190,40.71227,-73.93618,58,2,11,0.73,1,88,0
27191,40.72077,-73.98923,250,5,8,0.43,1,0,0
27192,40.71601,-73.99056,110,5,4,0.19,1,0,0
27193,40.72468,-73.9523,150,3,0,0.0,2,0,0
27194,40.68994,-73.95908,60,3,0,0.0,1,0,0
27195,40.63895,-73.91606,65,3,65,3.19,3,305,2
27196,40.82251,-73.91125,60,3,0,0.0,1,90,0
27197,40.66308,-73.9482,80,1,27,1.66,1,0,0
27198,40.6847,-73.92904,25,1,4,0.19,1,34,0
27199,40.69147,-73.95572,150,3,17,1.45,1,0,0
27200,40.78858,-73.97462,170,3,34,1.66,1,0,0
27201,40.7081,-73.85206,70,1,29,1.47,2,225,2
27202,40.64963,-73.89817,65,4,8,0.39,4,37,0
27203,40.63118,-74.12866,55,2,4,0.2,5,355,2
27204,40.72036,-73.99633,550,4,87,4.22,1,295,2
27205,40.71018,-74.01325,215,2,0,0.0,1,0,0
27206,40.67664,-73.91163,90,3,36,1.83,1,253,2
27207,40.68021,-73.74167,110,1,45,2.24,1,170,2
27208,40.6338,-74.03162,30,3,0,0.0,1,0,0
27209,40.82621,-73.94549,95,1,139,6.9,1,41,0
27210,40.66376,-73.94643,35,1,45,2.42,2,52,0
27211,40.71711,-73.8347,70,1,34,1.67,1,93,0
27212,40.76254,-73.98812,150,3,54,2.67,3,24,0
27213,40.71873,-73.95535,80,2,18,0.88,1,12,0
27214,40.74484,-73.9789,160,1,12,0.59,1,0,0
27215,40.67831,-74.00186,90,6,0,0.0,3,0,0
27216,40.7008,-73.99385,196,1,39,2.0,1,96,0
27217,40.68903,-73.93192,62,1,8,0.39,1,0,0
27218,40.68,-73.90447,36,2,70,3.43,3,326,2
27219,40.70507,-74.009,143,2,3,0.15,1,0,0
27220,40.7661,-73.98843,120,2,3,1.14,1,0,0
27221,40.68111,-73.97994,129,3,7,0.38,1,12,0
27222,40.69881,-73.91278,32,1,3,0.15,1,0,0
27223,40.70341,-73.89624,48,2,39,1.91,1,231,2
27224,40.74819,-73.97642,150,2,61,2.95,1,26,0
27225,40.7251,-74.00775,250,2,5,0.26,1,0,0
27226,40.72052,-73.98347,70,2,1,0.05,1,0,0
27227,40.69471,-73.96633,100,21,15,0.97,1,89,0
27228,40.70707,-73.91455,40,30,6,0.29,1,0,0
27229,40.7141,-73.99157,110,2,34,1.73,1,15,0
27230,40.76667,-73.9587,200,2,41,2.06,1,158,2
27231,40.74379,-73.99918,250,2,8,0.41,1,253,2
27232,40.71218,-73.96268,60,2,2,0.1,1,0,0
27233,40.6739,-73.9535,60,2,2,0.1,1,0,0
27234,40.64591,-74.08399,125,1,108,5.41,1,319,2
27235,40.77511,-73.91992,85,1,82,6.03,1,46,0
27236,40.71167,-73.95785,140,3,2,0.1,1,0,0
27237,40.8236,-73.9516,67,1,27,1.66,1,160,0
27238,40.82995,-73.90342,50,1,0,0.0,1,0,0
27239,40.76391,-73.98238,300,3,0,0.0,1,0,0
27240,40.71152,-73.95787,75,2,6,0.3,2,307,2
27241,40.7088,-73.91387,140,3,54,2.82,1,230,2
27242,40.71341,-73.96556,165,3,32,1.63,1,10,0
27243,40.72986,-74.00465,100,2,3,0.15,1,0,0
27244,40.71549,-73.94973,100,30,2,0.15,4,332,2
27245,40.7539,-73.93419,55,1,64,3.21,9,285,2
27246,40.7163,-73.95087,100,30,4,0.2,4,323,2
27247,40.75766,-73.92738,108,4,11,0.56,1,0,0
27248,40.6985,-73.93384,42,2,13,0.65,2,365,2
27249,40.65182,-73.95804,39,7,0,0.0,1,0,0
27250,40.69095,-73.95338,100,7,2,1.5,2,189,2
27251,40.70393,-73.92377,95,2,62,3.08,1,34,0
27252,40.73625,-73.98597,140,2,20,0.99,1,29,0
27253,40.73279,-73.95426,110,6,5,0.24,1,0,0
27254,40.75331,-73.93907,300,4,65,3.27,2,221,2
27255,40.6697,-73.88407,70,1,56,4.41,1,64,0
27256,40.76573,-73.82822,85,1,12,0.74,1,171,2
27257,40.64116,-73.95991,55,2,70,3.64,1,5,0
27258,40.76163,-73.98023,949,2,7,0.36,1,8,3
27259,40.71564,-73.95821,120,2,0,0.0,1,0,0
27260,40.72552,-73.95108,45,7,0,0.0,1,0,0
27261,40.7574,-73.93011,125,3,54,2.9,1,83,0
27262,40.72394,-73.99656,80,3,2,0.11,2,0,0
27263,40.74607,-73.98547,300,2,1,0.05,1,0,0
27264,40.85561,-73.93306,99,2,12,0.61,1,0,0
27265,40.7647,-73.93914,71,1,63,3.19,6,360,2
27266,40.62052,-73.91145,95,2,41,2.04,2,4,0
27267,40.76129,-73.92009,123,1,56,2.73,1,126,0
27268,40.68709,-73.94147,80,2,70,3.52,2,248,2
27269,40.74763,-73.88468,95,2,46,2.29,5,168,2
27270,40.82245,-73.90875,110,2,19,0.97,1,0,0
27271,40.76654,-73.93508,90,6,0,0.0,1,0,0
27272,40.69119,-73.94339,100,3,1,0.05,1,0,0
27273,40.84859,-73.942,75,1,3,0.45,2,56,0
27274,40.66389,-73.93736,150,2,16,0.87,3,66,0
27275,40.72834,-73.97907,400,30,0,0.0,1,119,0
27276,40.62245,-74.02958,55,7,3,0.15,1,0,0
27277,40.6452,-73.95958,120,5,1,0.05,1,0,0
27278,40.73054,-74.0013,165,3,14,0.69,1,0,0
27279,40.66598,-73.95427,150,2,10,0.53,1,0,0
27280,40.74403,-73.88167,58,6,50,2.56,5,257,2
27281,40.71547,-73.94346,150,10,1,0.73,1,160,2
27282,40.66993,-73.98137,60,3,22,1.09,1,6,0
27283,40.71807,-73.9545,250,30,3,0.15,1,0,0
27284,40.77845,-73.98198,315,4,16,0.84,1,7,0
27285,40.80967,-73.95781,75,3,0,0.0,1,0,0
27286,40.71259,-73.94189,125,4,11,0.55,1,11,0
27287,40.6611,-73.7683,80,1,403,19.75,3,26,0
27288,40.59746,-74.08406,32,4,26,1.33,8,315,2
27289,40.63178,-73.97128,32,1,0,0.0,1,0,0
27290,40.80169,-73.95154,80,3,33,1.64,1,39,0
27291,40.82148,-73.9366,69,1,67,3.47,2,28,0
27292,40.7237,-73.99454,200,5,7,0.36,1,1,0
27293,40.77538,-73.97743,350,1,11,0.54,1,80,0
27294,40.79741,-73.9697,150,2,27,1.33,1,63,0
27295,40.6717,-73.91745,50,2,35,1.8,2,174,2
27296,40.6777,-73.94251,48,45,3,0.15,3,0,0
27297,40.69169,-73.95893,49,1,0,0.0,2,0,0
27298,40.74567,-73.97578,150,3,17,1.17,1,14,0
27299,40.75744,-73.99438,230,2,21,1.09,1,120,0
27300,40.712,-73.95766,90,4,11,0.55,3,117,0
27301,40.72728,-73.98865,75,14,13,0.65,1,27,0
27302,40.67929,-73.8847,89,1,23,1.14,1,74,0
27303,40.68146,-73.84726,150,4,38,2.66,4,51,0
27304,40.68814,-73.97108,200,2,0,0.0,1,0,0
27305,40.77219,-73.90269,65,2,71,3.46,1,60,0
27306,40.67254,-73.95541,94,1,9,0.46,1,0,0
27307,40.6906,-73.93398,95,7,1,0.05,2,0,0
27308,40.69723,-73.92244,159,2,44,2.15,4,352,2
27309,40.681,-73.92894,150,4,3,0.16,1,0,0
27310,40.69809,-73.92244,159,2,51,2.49,4,357,2
27311,40.83294,-73.94218,80,2,1,0.05,1,0,0
27312,40.71932,-73.99522,190,31,1,0.07,11,61,0
27313,40.79697,-73.93757,70,4,0,0.0,1,0,0
27314,40.68631,-73.99763,59,7,33,1.67,1,0,0
27315,40.7192,-73.9965,190,30,4,0.22,11,328,2
27316,40.69258,-73.94063,200,3,4,0.34,1,0,0
27317,40.7674,-73.92656,69,1,129,6.29,1,349,2
27318,40.71078,-73.94666,70,1,1,0.05,1,0,0
27319,40.72856,-74.00097,170,3,8,0.41,1,0,0
27320,40.76132,-73.99298,133,30,2,0.11,91,4,0
27321,40.70883,-73.94242,60,1,21,1.46,1,0,0
27322,40.68549,-73.9387,50,2,15,0.75,5,4,0
27323,40.69659,-73.81435,90,2,54,2.69,1,283,2
27324,40.67497,-73.97913,235,5,41,2.22,2,219,2
27325,40.77316,-73.96237,59,1,7,0.34,1,0,0
27326,40.7255,-73.94428,100,2,13,0.66,1,1,0
27327,40.68741,-73.91138,51,1,19,0.94,8,175,2
27328,40.73858,-73.80809,65,2,4,0.28,1,364,2
27329,40.71846,-73.94489,95,3,6,0.3,3,0,0
27330,40.68918,-73.84262,50,7,1,0.05,1,363,2
27331,40.7614,-73.98682,68,3,9,0.45,3,0,0
27332,40.64046,-74.01337,35,3,3,0.16,1,0,0
27333,40.86406,-73.91971,110,4,15,0.77,1,19,0
27334,40.71075,-73.95935,70,1,1,0.07,1,0,0
27335,40.65021,-73.96293,65,2,13,0.66,1,310,2
27336,40.78737,-73.97293,145,3,75,3.73,1,110,0
27337,40.76914,-73.98757,125,2,61,3.02,4,95,0
27338,40.67023,-73.98311,250,1,48,2.38,1,2,0
27339,40.74128,-73.98069,275,2,93,4.61,1,66,0
27340,40.6777,-73.92176,31,7,1,0.05,1,0,0
27341,40.76945,-73.98798,125,2,48,2.36,4,74,0
27342,40.76168,-73.91976,55,3,2,0.1,1,0,0
27343,40.68315,-73.91283,32,1,0,0.0,1,0,0
27344,40.68081,-73.97865,65,1,0,0.0,1,0,0
27345,40.67502,-73.96447,75,3,38,1.88,2,66,0
27346,40.76876,-73.87245,65,1,191,9.41,6,336,2
27347,40.64105,-73.91369,84,2,91,4.51,1,224,2
27348,40.78704,-73.94209,90,1,20,1.0,2,0,0
27349,40.66394,-73.98298,150,2,2,0.1,1,0,0
27350,40.79474,-73.94932,185,1,81,3.98,1,65,0
27351,40.68594,-73.94967,47,5,10,0.49,1,0,0
27352,40.79281,-73.95192,85,1,92,4.52,2,0,0
27353,40.76219,-73.9237,60,1,2,0.12,1,0,0
27354,40.77736,-73.95156,200,31,2,0.29,33,325,2
27355,40.77768,-73.94998,160,31,2,0.19,33,324,2
27356,40.68471,-73.93885,50,2,12,0.61,5,10,0
27357,40.71209,-73.9634,107,4,17,0.85,1,9,0
27358,40.72549,-73.99198,120,2,0,0.0,1,0,0
27359,40.68969,-73.95195,150,2,21,1.38,1,48,0
27360,40.70443,-73.93039,65,2,71,3.65,1,249,2
27361,40.6723,-73.99214,40,7,1,0.05,1,0,0
27362,40.70361,-73.9255,52,1,2,0.1,1,0,0
27363,40.71432,-73.9497,358,3,57,2.89,1,182,2
27364,40.71829,-73.95926,219,2,64,3.48,1,257,2
27365,40.78988,-73.94956,130,4,31,1.63,1,8,0
27366,40.72052,-73.97806,157,30,0,0.0,4,0,0
27367,40.70812,-74.00447,100,11,0,0.0,1,0,0
27368,40.75456,-73.80417,48,1,37,2.19,1,39,0
27369,40.77046,-73.87336,60,1,257,12.54,6,351,2
27370,40.7151,-73.95129,100,30,6,0.31,4,233,2
27371,40.70312,-73.91933,45,7,0,0.0,1,0,0
27372,40.67794,-73.90639,48,1,114,5.65,5,235,2
27373,40.74791,-73.97939,375,3,0,0.0,1,0,0
27374,40.72174,-73.95807,125,3,1,0.05,2,2,0
27375,40.79307,-73.97449,118,1,2,0.1,1,0,0
27376,40.78544,-73.97869,116,3,15,0.77,1,0,0
27377,40.82397,-73.95453,55,11,124,6.1,6,95,0
27378,40.76498,-73.82904,55,1,34,1.73,3,78,0
27379,40.76519,-73.82979,85,1,5,0.27,3,85,0
27380,40.7762,-73.90623,47,1,0,0.0,1,0,0
27381,40.72625,-73.98404,80,1,10,0.52,2,97,0
27382,40.70269,-73.82653,40,2,30,1.47,1,44,0
27383,40.70632,-73.94978,102,3,0,0.0,1,0,0
27384,40.89215,-73.83351,75,3,50,3.02,1,148,0
27385,40.71372,-73.95149,69,2,5,0.25,1,0,0
27386,40.82841,-73.9473,59,1,0,0.0,1,0,0
27387,40.75219,-73.9838,489,2,0,0.0,1,311,2
27388,40.67889,-73.987,70,1,59,3.01,2,29,0
27389,40.72552,-73.98165,90,4,0,0.0,1,0,0
27390,40.8556,-73.93245,35,4,67,3.61,1,2,0
27391,40.81866,-73.93796,50,1,8,0.4,1,0,0
27392,40.67807,-73.96446,100,5,1,0.05,1,0,0
27393,40.81865,-73.93684,80,1,89,4.44,1,47,0
27394,40.67452,-73.9554,120,1,0,0.0,1,0,0
27395,40.69104,-73.91685,75,1,44,2.16,2,0,0
27396,40.67653,-73.90814,48,1,106,5.26,5,243,2
27397,40.76818,-73.9278,40,1,134,6.64,1,343,2
27398,40.74172,-73.98343,379,4,63,3.17,1,238,2
27399,40.83079,-73.8815,50,2,10,0.79,2,283,2
27400,40.7582,-73.97843,210,29,0,0.0,1,340,2
27401,40.70316,-73.91304,120,2,0,0.0,2,0,0
27402,40.67411,-73.96532,62,1,55,2.76,1,63,0
27403,40.68207,-73.92208,45,5,0,0.0,1,0,0
27404,40.8118,-73.92263,54,1,9,0.46,1,0,0
27405,40.6776,-73.84717,75,3,1,0.2,1,83,0
27406,40.67593,-73.95366,66,2,18,0.9,1,44,0
27407,40.70253,-73.92362,44,2,1,0.05,1,0,0
27408,40.70239,-73.92931,65,1,35,1.8,1,52,0
27409,40.69129,-73.95983,70,3,12,0.61,1,189,2
27410,40.72632,-73.9928,249,10,0,0.0,1,0,0
27411,40.68054,-73.76712,128,1,141,7.24,1,164,2
27412,40.67133,-73.94526,128,2,8,0.4,1,0,0
27413,40.68344,-73.95329,50,2,2,0.1,2,0,0
27414,40.78743,-73.95179,150,4,92,4.62,1,0,0
27415,40.71387,-73.94378,75,3,1,0.05,1,0,0
27416,40.70113,-73.92205,60,3,1,0.05,2,0,0
27417,40.72179,-73.97904,80,2,1,0.05,1,0,0
27418,40.74485,-73.9054,40,1,22,1.12,3,332,2
27419,40.82604,-73.94998,60,15,18,0.89,1,0,0
27420,40.7479,-73.91742,125,2,2,0.11,1,0,0
27421,40.73801,-73.98099,75,3,2,0.1,1,0,0
27422,40.63333,-74.08389,30,3,13,0.7,3,176,2
27423,40.78901,-73.98057,199,5,12,1.35,1,12,0
27424,40.63435,-74.02939,100,1,3,0.21,1,179,2
27425,40.72736,-73.98907,385,4,1,0.05,1,89,0
27426,40.86471,-73.92422,47,2,3,0.23,2,0,0
27427,40.67577,-73.95751,70,3,3,0.15,1,0,0
27428,40.69374,-73.95641,265,4,22,1.49,34,309,2
27429,40.78481,-73.97648,60,1,73,3.65,4,88,0
27430,40.71136,-73.98808,33,100,0,0.0,28,308,2
27431,40.71021,-73.98863,29,100,0,0.0,28,341,2
27432,40.78617,-73.97663,60,1,67,3.31,4,81,0
27433,40.71165,-73.98708,33,100,2,0.11,28,201,2
27434,40.71675,-73.95614,219,3,2,0.11,1,0,0
27435,40.82587,-73.95102,80,2,33,1.74,2,65,0
27436,40.76549,-73.91735,150,3,3,0.16,2,0,0
27437,40.72112,-73.98493,80,5,5,0.26,2,0,0
27438,40.75184,-73.88722,60,1,46,2.29,1,30,0
27439,40.67271,-73.89071,55,30,0,0.0,2,364,2
27440,40.69283,-73.94573,100,1,0,0.0,1,0,0
27441,40.71346,-73.95733,125,2,3,0.16,1,0,0
27442,40.70085,-73.91929,72,3,1,0.05,2,0,0
27443,40.69059,-73.92837,64,2,30,1.62,1,94,0
27444,40.65503,-73.97774,149,2,17,0.86,1,1,0
27445,40.76014,-73.82263,99,2,42,2.56,1,5,0
27446,40.81264,-73.94602,225,2,55,3.5,1,133,0
27447,40.81296,-73.94625,265,2,76,4.07,1,147,2
27448,40.76371,-73.99346,200,2,9,2.7,1,140,0
27449,40.80431,-73.96615,80,12,1,0.05,1,0,0
27450,40.81272,-73.9517,111,7,5,0.28,1,8,0
27451,40.71223,-73.96025,150,4,5,0.25,1,0,0
27452,40.84063,-73.93928,55,1,108,5.34,1,13,0
27453,40.6963,-73.90874,85,3,2,0.1,2,0,0
27454,40.71389,-73.98239,400,3,8,1.1,1,91,0
27455,40.70426,-73.92551,60,8,7,0.36,1,8,0
27456,40.62547,-74.00647,90,1,50,2.48,2,287,2
27457,40.65059,-73.9637,70,3,0,0.0,1,0,0
27458,40.71935,-73.96049,220,2,14,0.76,1,0,0
27459,40.6994,-73.93367,120,1,94,5.03,3,240,2
27460,40.78312,-73.95344,64,2,7,0.35,1,0,0
27461,40.70358,-73.91515,40,3,1,0.05,1,0,0
27462,40.62834,-73.90506,70,2,37,2.19,1,67,0
27463,40.7244,-73.99884,169,3,31,1.54,1,69,0
27464,40.83878,-73.94731,75,2,78,3.9,1,230,2
27465,40.84482,-73.94029,139,2,85,4.21,1,125,0
27466,40.711,-73.95701,300,2,0,0.0,1,0,0
27467,40.72483,-73.9437,38,1,32,1.6,5,346,2
27468,40.66705,-73.9927,40,5,0,0.0,1,0,0
27469,40.74425,-73.88311,58,6,38,1.96,5,288,2
27470,40.7074,-73.941,43,1,36,1.97,1,0,0
27471,40.69309,-73.94662,60,1,7,0.36,1,0,0
27472,40.6929,-73.91681,32,3,25,1.62,3,90,0
27473,40.77109,-73.91117,55,15,3,0.15,1,55,0
27474,40.69925,-73.98266,100,3,2,0.11,3,96,0
27475,40.71681,-73.94912,99,4,5,0.25,1,0,0
27476,40.80015,-73.95483,50,1,3,0.15,1,0,0
27477,40.75819,-73.92687,47,30,1,0.05,1,90,0
27478,40.66158,-73.74821,67,5,0,0.0,1,90,0
27479,40.76918,-73.8719,55,1,208,10.28,6,352,2
27480,40.68597,-73.95983,125,25,0,0.0,1,172,2
27481,40.76959,-73.95601,190,2,1,0.06,1,9,0
27482,40.71763,-73.96008,50,4,3,0.16,1,0,0
27483,40.69094,-73.95144,80,3,5,0.27,3,65,0
27484,40.78217,-73.94844,150,6,17,1.13,1,0,0
27485,40.6886,-73.95906,99,2,0,0.0,1,0,0
27486,40.69168,-73.91453,500,5,1,0.05,1,0,0
27487,40.79907,-73.96962,225,6,4,0.22,1,177,2
27488,40.67354,-73.95149,41,1,1,0.05,2,0,0
27489,40.75976,-73.9955,140,2,26,1.41,1,0,0
27490,40.68364,-73.95821,85,3,3,0.15,1,0,0
27491,40.76291,-73.98976,105,1,135,6.78,1,68,0
27492,40.66087,-73.90935,115,1,2,0.1,1,0,0
27493,40.67286,-73.94758,31,6,0,0.0,1,0,0
27494,40.69647,-73.97681,120,20,3,0.16,1,58,0
27495,40.77976,-73.95409,100,2,16,0.8,1,0,0
27496,40.7451,-73.98139,250,2,11,0.57,1,22,0
27497,40.69168,-73.9132,28,30,5,0.25,5,281,2
27498,40.72891,-73.95618,150,2,4,0.2,1,0,0
27499,40.6951,-73.91157,30,30,5,0.25,5,365,2
27500,40.69641,-73.90895,30,30,2,0.11,8,325,2
27501,40.71825,-73.83502,60,1,68,3.62,1,125,0
27502,40.80188,-73.95695,75,7,12,0.63,1,3,0
27503,40.68558,-73.96965,150,5,0,0.0,1,0,0
27504,40.71729,-73.95051,50,2,1,0.05,1,0,0
27505,40.6864,-73.91858,50,10,6,0.33,2,5,0
27506,40.67441,-73.97614,160,4,7,0.36,1,0,0
27507,40.7827,-73.94537,125,5,1,0.05,1,0,0
27508,40.75286,-73.99551,239,30,0,0.0,87,364,2
27509,40.71537,-73.99119,250,4,32,1.71,1,188,2
27510,40.68423,-73.9526,110,4,38,1.91,1,309,2
27511,40.71035,-73.94774,95,3,43,2.54,1,59,0
27512,40.72208,-74.00217,1000,5,0,0.0,1,364,3
27513,40.68615,-73.9972,160,3,11,0.59,1,14,0
27514,40.64358,-73.9462,118,2,2,0.11,4,45,0
27515,40.69871,-73.92877,70,1,93,4.67,3,17,0
27516,40.70737,-73.93961,125,4,2,0.11,1,0,0
27517,40.62602,-74.023,55,3,0,0.0,1,0,0
27518,40.68559,-74.0011,130,3,6,0.3,1,106,0
27519,40.71079,-74.00934,80,30,1,0.32,1,339,2
27520,40.76495,-73.98844,248,2,19,0.96,1,0,0
27521,40.69812,-73.93151,48,4,6,0.32,1,6,0
27522,40.7007,-73.99517,150,30,0,0.0,2,65,0
27523,40.70981,-73.95343,175,3,28,1.43,1,0,0
27524,40.70551,-73.93454,67,3,33,1.66,2,127,0
27525,40.6247,-74.03094,80,3,1,0.05,1,363,2
27526,40.69473,-73.83061,45,2,0,0.0,5,363,2
27527,40.73014,-73.98152,180,3,8,0.42,1,10,0
27528,40.67315,-73.94534,31,7,0,0.0,1,0,0
27529,40.68717,-73.94557,98,3,12,0.62,1,0,0
27530,40.67375,-73.90813,40,1,6,0.3,2,0,0
27531,40.70509,-73.94228,100,3,0,0.0,1,0,0
27532,40.74601,-73.97823,200,1,46,2.36,1,0,0
27533,40.70231,-73.98938,125,2,1,0.05,1,0,0
